Sensor_ID,Press_Count,Max_Resistance_Change_Ohms,Avg_Resistance_Change_Ohms,Baseline_Resistance_Ohms,Max_Resistance_Ohms,Avg_Resistance_Ohms,Min_Resistance_Ohms
2193,15,428339.91,211550.09400000007,471757.34,900097.25,683307.434,521823.06
1374,15,17139.85,11441.375999999998,28921.71,46061.56,40363.086,34348.4
1711,15,11655.800000000003,6607.270000000001,34252.03,45907.83,40859.3,39343.6
1893,15,9066.420000000002,6115.584000000001,26676.44,35742.86,32792.024,32058.32
807,15,11968.009999999998,8233.676,28662.88,40630.89,36896.556,33776.39
2052,15,233961.63,219858.6793333333,708471.5,942433.13,928330.1793333335,793012.25
31,15,11655.620000000003,7066.534666666668,41526.96,53182.58,48593.49466666667,46527.84
35,15,11088.43,8145.54333333333,40380.55,51468.98,48526.09333333334,46684.98
2042,14,246351.25,202974.39142857143,696081.88,942433.13,899056.2714285717,777567.38
284,14,24220.910000000003,17842.23357142857,66292.91,90513.82,84135.14357142858,72958.16
572,14,36714.84999999999,23220.809999999998,67894.05,104608.9,91114.86,83604.98
1769,14,19907.910000000003,10927.850714285716,46527.84,66435.75,57455.690714285716,51654.79
1935,14,254297.13,191207.17785714281,734602.25,988899.38,925809.427857143,825793.38
1296,14,22833.620000000003,11390.517142857145,60132.29,82965.91,71522.80714285716,66150.61
1298,14,20914.010000000002,9742.264285714287,59181.26,80095.27,68923.52428571429,65169.12
1346,14,9685.940000000002,6854.00857142857,31971.61,41657.55,38825.61857142857,37009.64
1356,14,10814.469999999998,6777.824285714284,30712.49,41526.96,37490.31428571429,35794.29
1387,14,11325.02,7156.817857142857,32232.81,43557.83,39389.62785714286,37447.59
1400,14,11316.669999999998,6843.321428571427,34591.16,45907.83,41434.48142857144,39765.37
1405,14,10114.589999999997,6750.202142857144,35640.36,45754.95,42390.56214285714,40756.99
1407,14,12436.420000000006,7008.470000000003,34885.99,47322.41,41894.46,40071.08
1418,14,12119.29,7896.61714285714,39165.01,51284.3,47061.62714285714,44707.67
1454,14,9639.900000000001,6429.558571428571,38006.61,47646.51,44436.16857142856,43277.87
1856,14,879805.03,149846.73642857143,62628.1,942433.13,212474.83642857146,68948.35
2195,14,548914.47,180503.0164285714,439984.91,988899.38,620487.9264285713,508356.06
1362,14,10716.79,7326.9342857142865,29914.1,40630.89,37241.03428571428,35084.71
1372,14,10071.200000000004,7539.678571428575,30309.35,40380.55,37849.028571428564,35742.86
1428,14,11887.809999999998,7302.042857142857,34640.03,46527.84,41942.072857142855,39644.14
1456,14,8098.010000000002,6314.299999999998,39224.4,47322.41,45538.7,44415.61
1681,14,10562.93,6228.662857142857,33635.68,44198.61,39864.34285714285,38636.91
2144,14,553635.24,213412.92571428567,223932.14,777567.38,437345.06571428577,250766.73
614,14,32848.299999999996,11626.636428571432,27043.79,59892.09,38670.42642857142,32675.42
710,14,29719.039999999997,10650.849285714286,28996.3,58715.34,39647.149285714295,35034.87
7,14,8238.200000000004,6423.402857142862,37669.63,45907.83,44093.032857142854,42863.36
33,14,10222.729999999996,6784.057142857142,42186.62,52409.35,48970.67714285715,47322.41
664,13,606814.8400000001,200891.11538461538,293282.41,900097.25,494173.5253846154,334076.69
226,13,22157.099999999995,9098.03923076923,32630.74,54787.84,41728.77923076922,37669.63
197,13,19911.079999999998,8100.580000000001,30110.76,50021.84,38211.34,35845.82
210,13,19104.079999999998,7365.196153846156,28299.01,47403.09,35664.20615384616,33495.87
567,13,17760.51,9065.77769230769,30712.49,48473.0,39778.267692307694,36053.13
2043,13,195887.13,130198.96384615383,793012.25,988899.38,923211.213846154,900097.25
272,13,322237.1,87271.18384615386,65307.78,387544.88,152578.96384615387,72958.16
1297,13,20877.82,10211.652307692306,59416.6,80294.42,69628.25230769231,65586.65
1303,13,23491.309999999998,10940.256153846152,56803.11,80294.42,67743.36615384615,62628.1
1304,13,21538.410000000003,10105.896153846154,56803.11,78341.52,66909.00615384615,63280.01
1307,13,22740.86,9903.623076923073,57354.41,80095.27,67258.03307692308,63148.7
1363,13,10366.579999999994,7232.564615384614,33403.16,43769.74,40635.724615384606,38463.37
1416,13,11638.18,7392.967692307693,35845.82,47484.0,43238.78769230769,41139.08
1669,13,7995.680000000004,6126.66230769231,27695.87,35691.55,33822.53230769231,32720.19
2286,13,113117.94,66214.33923076923,278325.69,391443.63,344540.0292307692,317555.0
2291,13,161790.65000000002,69805.92461538462,268514.44,430305.09,338320.3646153846,295546.66
2302,13,216719.6299999999,178820.6507692307,748393.56,965113.19,927214.2107692306,861364.44
2303,13,216719.6299999999,178820.6507692307,748393.56,965113.19,927214.2107692306,861364.44
1347,13,9578.099999999999,6867.172307692312,32675.42,42253.52,39542.592307692306,37781.43
1395,13,9439.949999999997,6849.290000000002,37009.64,46449.59,43858.93000000001,42186.62
1463,13,7598.189999999995,6240.298461538459,38463.37,46061.56,44703.66846153846,43557.83
1483,13,6952.879999999997,5856.567692307691,38348.37,45301.25,44204.9376923077,43417.48
1682,13,8742.5,6451.675384615389,33310.84,42053.34,39762.515384615384,38405.8
1706,13,9851.39,6068.08692307692,34060.55,43911.94,40128.63692307693,39105.77
1714,13,10750.830000000002,6424.6938461538475,34252.03,45002.86,40676.72384615385,39283.93
1991,13,7150.090000000004,6140.515384615385,32014.92,39165.01,38155.43538461539,37392.4
1518,13,18607.0,10232.536923076921,26544.65,45151.65,36777.18692307693,31585.79
2288,13,501936.8400000001,174000.36769230771,182175.47,684112.31,356175.8376923077,213700.14
3,13,9600.170000000006,7644.897692307693,32855.06,42455.23,40499.95769230769,37893.76
519,13,16417.520000000004,8149.453076923078,27281.39,43698.91,35430.843076923076,32765.05
518,13,29582.27,12463.008461538462,30071.27,59653.54,42534.27846153846,35184.73
758,13,28165.059999999998,10288.996923076924,30550.28,58715.34,40839.27692307692,36262.32
806,13,28673.530000000002,10565.253846153848,31458.76,60132.29,42024.01384615385,36901.41
2074,13,7215.509999999998,5886.775384615384,24973.54,32189.05,30860.315384615387,29992.53
107,12,25739.429999999993,14093.54333333333,84252.88,109992.31,98346.42333333335,92789.56
185,12,20414.229999999996,14149.956666666665,66292.91,86707.14,80442.86666666665,72958.16
195,12,18865.33,7763.2891666666665,30631.22,49496.55,38394.50916666666,35845.82
196,12,19530.459999999995,7900.859166666664,29449.88,48980.34,37350.739166666666,34591.16
326,12,27319.600000000006,14893.975,39403.42,66723.02,54297.395,45831.29
334,12,28781.01000000001,20909.58333333334,81919.95,110700.96,102829.53333333334,95170.63
335,12,28781.01000000001,20909.58333333334,81919.95,110700.96,102829.53333333334,95170.63
766,12,22472.619999999995,11147.857499999996,66579.13,89051.75,77726.9875,73637.78
767,12,22472.619999999995,11147.857499999996,66579.13,89051.75,77726.9875,73637.78
862,12,44090.11,18532.573333333334,78341.52,122431.63,96874.09333333332,86707.14
863,12,44090.11,18532.573333333334,78341.52,122431.63,96874.09333333332,86707.14
958,12,71001.91,34863.16583333334,98522.22,169524.13,133385.38583333333,111418.03
959,12,71001.91,34863.16583333334,98522.22,169524.13,133385.38583333333,111418.03
855,12,24204.809999999998,12217.226666666664,31416.58,55621.39,43633.806666666664,36579.68
1320,12,16911.910000000003,9200.631666666666,56046.25,72958.16,65246.88166666666,61734.65
1435,12,12015.229999999996,7430.849999999999,38006.61,50021.84,45437.46,43277.87
1466,12,7087.620000000003,5693.8,39283.93,46371.55,44977.73,44415.61
1471,12,9069.580000000002,6316.532500000001,39403.42,48473.0,45719.95249999999,44561.25
1510,12,10018.68,6409.875833333332,29146.33,39165.01,35556.20583333333,34252.03
1616,12,836685.45,154360.18916666665,63411.8,900097.25,217771.98916666664,70031.56
1621,12,11295.269999999997,6953.412500000001,30958.25,42253.52,37911.6625,36262.32
1664,12,127399.15,37866.00833333333,52987.48,180386.63,90853.48833333334,59298.73
2000,12,578299.0399999999,143768.95083333334,61734.65,640033.69,205503.60083333333,68493.05
2096,12,648579.41,201489.74,59892.09,708471.5,261381.83,69101.3
896,12,299787.26,72338.00833333335,65867.58,365654.84,138205.58833333335,73637.78
1410,12,13021.149999999994,7562.997499999998,34060.55,47081.7,41623.5475,39283.93
1417,12,11350.86,6902.589166666669,34252.03,45602.89,41154.619166666664,39283.93
1444,12,13575.339999999997,8346.826666666664,35234.91,48810.25,43581.736666666664,40256.3
1680,12,9709.189999999995,6584.794999999998,34060.55,43769.74,40645.344999999994,39283.93
1683,12,9309.220000000001,6684.168333333332,34108.26,43417.48,40792.42833333334,39523.48
1702,12,10309.850000000002,6059.812499999999,32145.38,42455.23,38205.1925,37227.6
1877,12,7451.139999999999,6218.041666666664,24913.49,32364.63,31131.531666666666,29992.53
1892,12,9338.809999999998,6095.936666666666,26610.43,35949.24,32706.366666666665,31971.61
1999,12,8592.310000000005,6304.90416666667,32675.42,41267.73,38980.324166666665,38063.23
1827,12,9577.719999999998,7437.938333333334,32145.38,41723.1,39583.318333333336,37781.43
2080,12,7611.43,6081.121666666666,26544.65,34156.08,32625.771666666664,31628.31
8,12,8938.689999999995,6421.5866666666625,38063.23,47001.92,44484.81666666667,43487.57
9,12,8923.960000000006,6482.348333333338,37447.59,46371.55,43929.938333333346,42658.5
10,12,10168.659999999996,6511.905833333333,38811.68,48980.34,45323.58583333334,43840.75
11,12,9372.29,6482.043333333332,37950.12,47322.41,44432.16333333333,43347.59
374,12,28271.96,11849.224999999999,33588.98,61860.94,45438.204999999994,39283.93
902,12,25219.469999999994,11674.701666666666,33495.87,58715.34,45170.57166666666,39283.93
2274,11,232969.96999999997,71842.28999999998,288853.09,521823.06,360695.38,322883.13
106,11,22445.33,15631.226363636368,85130.81,107576.14,100762.03636363638,94098.91
108,11,25422.410000000003,15343.428181818184,88573.8,113996.21,103917.22818181818,97948.88
118,11,21892.5,15303.474545454543,86707.14,108599.64,102010.61454545452,97381.57
325,11,13246.470000000001,8760.131818181819,31756.39,45002.86,40516.52181818182,37669.63
422,11,23715.04,12104.273636363632,37893.76,61608.8,49998.03363636364,43277.87
478,11,25009.020000000004,15844.920000000002,74678.3,99687.32,90523.22000000002,83177.96
479,11,25009.020000000004,15844.920000000002,74678.3,99687.32,90523.22000000002,83177.96
470,11,24407.190000000002,12017.19090909091,35845.82,60253.01,47863.010909090895,41267.73
1511,11,9527.239999999998,6920.851818181816,31040.83,40568.07,37961.681818181816,36157.48
2091,11,7207.000000000004,5680.019090909092,27384.16,34591.16,33064.179090909085,32586.16
2093,11,7505.890000000003,5780.327272727276,26842.51,34348.4,32622.837272727276,31928.39
2290,11,215810.72000000003,87990.17999999996,320197.59,536008.31,408187.7700000001,358884.03
2292,11,122770.53999999998,71203.27363636362,264774.34,387544.88,335977.61363636365,293282.41
752,11,101218.62999999999,46437.329999999994,61483.39,162702.02,107920.71999999999,68192.39
848,11,484820.27,68669.85727272728,66150.61,550970.88,134820.46727272726,74678.3
1424,11,464719.41000000003,132232.56999999998,86251.47,550970.88,218484.04,97948.88
1427,11,11666.32,7505.909090909092,35335.6,47001.92,42841.50909090909,40380.55
1490,11,7924.560000000005,6171.245454545456,30309.35,38233.91,36480.59545454545,35640.36
1502,11,9964.730000000003,6817.929999999999,30229.68,40194.41,37047.60999999999,35285.2
2,11,8442.020000000004,6251.709090909092,37009.64,45451.66,43261.34909090909,42186.62
6,11,9211.589999999997,6359.395454545453,37950.12,47161.71,44309.51545454546,43557.83
15,11,10516.969999999994,6399.105454545453,38463.37,48980.34,44862.475454545456,43557.83
16,11,7388.93,6005.491818181818,37613.93,45002.86,43619.42181818182,42658.5
566,11,32896.64000000001,12292.224545454548,33682.49,66579.13,45974.714545454546,39523.48
853,11,17870.379999999997,9005.522727272728,28191.18,46061.56,37196.70272727273,33495.87
912,11,34121.8,16994.223636363633,33036.22,67158.02,50030.443636363634,41526.96
913,11,35084.04,16627.04909090909,32810.01,67894.05,49437.05909090909,41397.01
914,11,34991.58,16550.44545454545,30876.0,65867.58,47426.44545454546,37781.43
915,11,36030.95,16838.227272727272,32765.05,68796.0,49603.277272727275,40132.67
916,11,39693.2,18561.11181818182,32101.8,71795.0,50662.91181818182,40256.3
917,11,41827.68000000001,17617.637272727272,32675.42,74503.1,50293.057272727274,40318.35
918,11,30525.14,15104.029999999999,30958.25,61483.39,46062.280000000006,38811.68
919,11,31148.45,15612.161818181816,30712.49,61860.94,46324.65181818181,38291.07
920,11,28203.9,15099.564545454547,31928.39,60132.29,47027.954545454544,39523.48
921,11,29539.14,14473.270909090912,30835.0,60374.14,45308.270909090905,38405.8
922,11,29899.650000000005,15729.629090909095,31458.76,61358.41,47188.38909090909,39704.69
923,11,29386.800000000003,15156.32818181818,31971.61,61358.41,47127.93818181819,40194.41
924,11,29702.83,14105.889090909093,30429.46,60132.29,44535.3490909091,37725.46
925,11,30232.63,14776.32181818182,31628.31,61860.94,46404.63181818182,39283.93
926,11,29090.44,16112.611818181818,26742.69,55833.13,42855.301818181826,34689.0
927,11,26722.68,13955.07181818182,30189.96,56912.64,44145.03181818182,37725.46
928,11,31831.910000000003,17092.418181818182,29526.5,61358.41,46618.91818181818,37781.43
929,11,29111.92,15411.810909090913,29603.42,58715.34,45015.23090909091,36473.41
930,11,24013.479999999996,13529.37909090909,31713.61,55727.09,45242.98909090908,38463.37
931,11,30549.420000000006,15090.790909090912,33127.38,63676.8,48218.170909090906,40442.9
932,11,18842.060000000005,10928.39363636364,30309.35,49151.41,41237.74363636363,36157.48
933,11,24204.819999999996,12853.369090909087,31628.31,55833.13,44481.679090909085,38578.92
934,11,23413.349999999995,12781.45,31374.49,54787.84,44155.939999999995,37337.34
935,11,14037.689999999999,9334.050909090907,29449.88,43487.57,38783.93090909091,34542.39
936,11,23244.479999999996,12930.881818181819,31543.36,54787.84,44474.241818181814,38695.02
937,11,23736.13,13152.37,31885.26,55621.39,45037.63,38521.08
938,11,24196.130000000005,14213.538181818185,34985.13,59181.26,49198.66818181818,42320.58
939,11,22264.440000000002,12994.277272727277,33356.95,55621.39,46351.22727272728,39765.37
940,11,26382.310000000005,14277.553636363638,33870.7,60253.01,48148.25363636363,40883.72
941,11,24318.190000000002,13814.179999999998,33036.22,57354.41,46850.4,40756.99
942,11,34117.66,15884.604545454546,33776.39,67894.05,49660.99454545454,41397.01
943,11,28874.509999999995,15744.366363636362,34935.51,63810.02,50679.876363636366,43277.87
945,11,25911.700000000004,12781.483636363637,35949.24,61860.94,48730.72363636363,41526.96
946,11,18986.65,13001.021818181818,32855.06,51841.71,45856.08181818182,40380.55
947,11,23073.46,13743.395454545453,33403.16,56476.62,47146.55545454545,40505.41
948,11,24081.119999999995,13733.831818181818,34060.55,58141.67,47794.38181818183,41592.18
955,11,25977.4,14341.408181818186,34396.74,60374.14,48738.148181818186,41203.32
2282,10,152254.84000000003,80364.81000000001,297844.91,450099.75,378209.72,334076.69
2273,10,242725.90000000008,65186.98300000003,293282.41,536008.31,358469.393,322883.13
2277,10,274672.93999999994,100400.95300000001,317555.0,592227.94,417955.95300000004,358884.03
104,10,23540.22,14348.328,84035.92,107576.14,98384.248,93048.8
109,10,26226.699999999997,14198.989000000007,89292.48,115519.18,103491.46900000001,98234.78
112,10,22077.72,13770.774,77023.94,99101.66,90794.71399999999,85575.93
90,10,187206.06,100802.41099999996,284551.28,471757.34,385353.691,328387.41
94,10,105767.5,46704.076000000015,297844.91,403612.41,344548.986,328387.41
95,10,105767.5,46704.076000000015,297844.91,403612.41,344548.986,328387.41
192,10,18625.17,7880.489000000001,29680.64,48305.81,37561.129,35034.87
194,10,19720.95,8382.880000000001,30389.34,50110.29,38772.22000000001,36157.48
209,10,18630.679999999997,7628.043,28371.24,47001.92,35999.28300000001,33542.38
211,10,8439.649999999998,6307.286999999998,20556.65,28996.3,26863.936999999998,25710.52
217,10,20384.690000000002,7583.764000000001,29992.53,50377.22,37576.29400000001,35034.87
218,10,23727.239999999998,8242.3,30550.28,54277.52,38792.579999999994,35949.24
219,10,21265.45,8152.078000000003,30389.34,51654.79,38541.418000000005,35640.36
227,10,7579.639999999999,6137.359999999999,31290.57,38870.21,37427.93000000001,36420.45
228,10,8482.650000000001,6526.641999999998,31040.83,39523.48,37567.471999999994,36053.13
238,10,24839.09999999999,18496.695999999996,89534.38,114373.48,108031.076,102402.48
239,10,24839.09999999999,18496.695999999996,89534.38,114373.48,108031.076,102402.48
814,10,15730.770000000004,11042.526000000009,75030.93,90761.7,86073.456,82754.82
815,10,15730.770000000004,11042.526000000009,75030.93,90761.7,86073.456,82754.82
910,10,43341.34,18838.82699999999,75745.02,119086.36,94583.847,86478.77
911,10,43341.34,18838.82699999999,75745.02,119086.36,94583.847,86478.77
2278,10,226275.63,87338.245,302546.75,528822.38,389884.995,334076.69
1185,10,27931.59999999999,15075.576999999996,79307.3,107238.9,94382.87700000001,87631.56
1313,10,19160.6,10009.329000000002,54994.24,74154.84,65003.56900000002,61109.78
1321,10,14155.099999999999,8287.315999999997,48473.0,62628.1,56760.316000000006,54277.52
1494,10,10737.64,7020.804000000001,27043.79,37781.43,34064.594,32232.81
2090,10,6422.759999999998,5648.714,28119.63,34542.39,33768.344,33127.38
1693,10,8335.259999999998,6262.6849999999995,32232.81,40568.07,38495.494999999995,37447.59
1888,10,8059.610000000001,5819.752999999999,26875.9,34935.51,32695.653000000002,31885.26
2078,10,8478.699999999997,6248.975999999998,25773.33,34252.03,32022.305999999993,30876.0
800,10,169740.82,59131.920000000006,63943.71,233684.53,123075.63,71795.0
1614,10,13737.84,8183.598999999999,24382.16,38120.0,32565.759,29953.28
1710,10,14319.150000000001,10999.755000000001,28407.46,42726.61,39407.215000000004,33729.39
1854,10,15957.64,12028.588,25963.11,41920.75,37991.698,32320.6
1918,10,18988.25,12375.344000000003,84035.92,103024.17,96411.264,92531.65
1919,10,18988.25,12375.344000000003,84035.92,103024.17,96411.264,92531.65
5,10,9068.519999999997,7200.1320000000005,36686.43,45754.95,43886.562,41986.96
2094,10,13725.18,10208.487000000001,23284.46,37009.64,33492.947,29992.53
43,10,10306.68,6946.3960000000025,41723.1,52029.78,48669.496,47081.7
805,10,9287.04,6807.19,26610.43,35897.47,33417.62,31713.61
2266,9,170974.27999999997,75241.16555555553,312394.69,483368.97,387635.85555555555,346048.91
2280,9,250106.09000000003,81985.53555555559,293282.41,543388.5,375267.9455555556,322883.13
111,9,23740.839999999997,14699.973333333335,86251.47,109992.31,100951.44333333334,95170.63
225,9,22713.519999999997,10604.414444444443,31971.61,54685.13,42576.02444444444,37118.37
206,9,18314.3,8119.375555555556,28847.41,47161.71,36966.785555555565,34252.03
233,9,19092.699999999997,10102.24444444444,43277.87,62370.57,53380.11444444445,48305.81
286,9,17893.61,10990.308888888889,76471.19,94364.8,87461.49888888889,86251.47
287,9,17893.61,10990.308888888889,76471.19,94364.8,87461.49888888889,86251.47
292,9,14224.880000000001,8408.682222222224,27695.87,41920.75,36104.55222222222,32765.05
309,9,12203.989999999998,8251.205555555556,28553.0,40756.99,36804.205555555556,34060.55
311,9,11983.599999999999,7713.843333333334,28773.39,40756.99,36487.23333333334,33776.39
416,9,598903.9099999999,147508.0522222222,73637.78,672541.69,221145.83222222223,81713.57
668,9,24927.170000000013,12739.85222222223,65586.65,90513.82,78326.50222222222,72622.48
1469,9,9051.799999999996,6488.015555555553,37950.12,47001.92,44438.13555555555,43277.87
1522,9,10911.870000000003,7256.381111111112,31543.36,42455.23,38799.741111111114,36847.48
1760,9,574253.61,108105.43333333333,55621.39,629875.0,163726.82333333333,61734.65
1765,9,8376.419999999998,6506.062222222223,29071.17,37447.59,35577.23222222222,34252.03
1904,9,486911.88,131423.90777777776,56476.62,543388.5,187900.52777777778,64619.52
1926,9,127534.94000000006,127534.94000000005,861364.44,988899.38,988899.38,988899.38
2070,9,7286.59,5953.485555555553,23754.24,31040.83,29707.72555555556,28773.39
2284,9,158783.82,81798.55222222224,276308.56,435092.38,358107.11222222226,314954.38
464,9,204165.36,83717.98,68192.39,272357.75,151910.37,81919.95
1450,9,6689.270000000004,6005.613333333336,37009.64,43698.91,43015.253333333334,42186.62
1474,9,8200.07,6591.943333333333,39283.93,47484.0,45875.87333333333,44415.61
1489,9,9836.809999999998,6354.005555555554,30794.08,40630.89,37148.08555555556,35949.24
1686,9,10548.370000000003,6576.451111111112,30590.71,41139.08,37167.161111111105,35742.86
1691,9,8360.030000000002,5981.23222222222,32145.38,40505.41,38126.612222222226,37337.34
1707,9,8866.25,6211.605555555552,33588.98,42455.23,39800.58555555555,38811.68
1709,9,9415.770000000004,6305.28555555556,33310.84,42726.61,39616.12555555555,38405.8
1882,9,7002.18,5673.242222222221,24498.84,31501.02,30172.08222222222,29526.5
2065,9,7692.1500000000015,5618.556666666669,26511.85,34204.0,32130.40666666667,31543.36
2107,9,6545.190000000002,5454.523333333334,27043.79,33588.98,32498.313333333335,32058.32
1516,9,12997.2,7347.476666666667,28335.09,41332.29,35682.56666666668,33403.16
1733,9,6748.600000000002,5719.891111111112,23923.21,30671.81,29643.101111111107,28958.97
1970,9,7585.82,6055.851111111112,32058.32,39644.14,38114.171111111114,37118.37
1998,9,15762.009999999998,13871.00111111111,26026.81,41788.82,39897.81111111111,37502.91
0,9,11175.170000000002,8514.154444444446,21455.57,32630.74,29969.724444444448,27906.57
1470,9,14602.300000000003,11843.803333333337,33870.7,48473.0,45714.50333333333,42455.23
854,9,26476.620000000003,14633.81888888889,33776.39,60253.01,48410.20888888889,40132.67
820,9,12504.510000000002,7883.89888888889,21651.57,34156.08,29535.468888888892,26775.9
842,9,11674.480000000003,6991.135555555556,26219.28,37893.76,33210.415555555555,31458.76
2258,8,174279.37,70775.39249999999,334076.69,508356.06,404852.0825,369134.25
103,8,22009.53,15989.987500000003,87631.56,109641.09,103621.5475,97381.57
96,8,14356.14,10447.522499999997,76654.66,91010.8,87102.1825,84909.8
101,8,17989.36,14000.745000000004,90267.15,108256.51,104267.89499999999,101179.34
198,8,19579.239999999998,8167.389999999998,29146.33,48725.57,37313.72,34640.03
199,8,19360.37,8233.917500000001,29449.88,48810.25,37683.7975,35234.91
201,8,19217.870000000003,7813.078750000001,28921.71,48139.58,36734.78875,34156.08
204,8,19159.479999999996,7890.274999999998,29146.33,48305.81,37036.604999999996,34396.74
205,8,18314.3,7312.616249999999,28847.41,47161.71,36160.026249999995,34012.93
207,8,18326.110000000004,7431.985000000001,28996.3,47322.41,36428.285,34156.08
216,8,21863.920000000002,9069.69625,28335.09,50199.01,37404.786250000005,33635.68
220,8,21305.48,8805.818749999999,30349.31,51654.79,39155.12875,35949.24
222,8,19985.38,11755.0475,31206.99,51192.37,42962.0375,36686.43
223,8,21079.979999999996,10946.131249999999,31713.61,52793.59,42659.74125,36793.67
235,8,8596.64,6612.691250000001,31290.57,39887.21,37903.261249999996,36579.68
293,8,15755.880000000001,9124.297500000004,28299.01,44054.89,37423.3075,33588.98
305,8,21256.98,10276.32375,27384.16,48641.14,37660.48375,32765.05
306,8,21589.980000000003,10545.721250000002,27906.57,49496.55,38452.29125,33588.98
307,8,20960.230000000003,10398.010000000002,28191.18,49151.41,38589.19,33403.16
308,8,22583.13,10665.318749999999,28335.09,50918.22,39000.40875,33776.39
318,8,13141.040000000005,8090.387500000003,28516.51,41657.55,36606.89750000001,33776.39
382,8,12954.839999999997,11511.618749999996,73981.77,86936.61,85493.38875,81508.11
383,8,12954.839999999997,11511.618749999996,73981.77,86936.61,85493.38875,81508.11
430,8,20884.92,13444.633750000003,80294.42,101179.34,93739.05374999999,88573.8
431,8,20884.92,13444.633750000003,80294.42,101179.34,93739.05374999999,88573.8
857,8,20526.229999999996,10064.104999999996,43417.48,63943.71,53481.58499999999,49845.72
1315,8,21113.159999999996,12000.561249999997,59181.26,80294.42,71181.82125000001,65307.78
1411,8,13094.099999999999,8098.053749999999,38006.61,51100.71,46104.66374999999,43698.91
1446,8,7668.720000000001,6557.895000000002,34252.03,41920.75,40809.925,39523.48
1497,8,9192.020000000004,7163.75625,27281.39,36473.41,34445.146250000005,32586.16
1514,8,8935.009999999998,6693.460000000001,31885.26,40820.27,38578.72,37009.64
1519,8,10160.509999999998,7062.0,31628.31,41788.82,38690.31,36686.43
1630,8,16021.220000000001,11437.708750000005,87631.56,103652.78,99069.26875,96820.16
1631,8,16021.220000000001,11437.708750000005,87631.56,103652.78,99069.26875,96820.16
1808,8,432084.67,140996.77875,51284.3,483368.97,192281.07875,59181.26
1813,8,8065.590000000004,6201.723750000001,25523.39,33588.98,31725.11375,30550.28
2086,8,6431.27,5594.771250000001,26154.89,32586.16,31749.661249999997,31290.57
2088,8,6977.470000000001,5608.843750000001,26058.75,33036.22,31667.59375,31290.57
2276,8,255110.77999999997,97131.01625000002,328387.41,583498.19,425518.42625,362238.63
512,8,237518.57999999996,66941.25624999999,58028.08,295546.66,124969.33625,77209.76
608,8,73780.09,35796.88625,53084.88,126864.97,88881.76625,58484.71
704,8,79943.01999999999,36302.00625,57802.03,137745.05,94104.03625,64212.57
1380,8,8443.880000000001,7321.4662499999995,29449.88,37893.76,36771.34625,34640.03
1488,8,9027.779999999999,6461.043750000001,31290.57,40318.35,37751.613750000004,36526.48
1588,8,9268.449999999997,7972.2925,22616.81,31885.26,30589.1025,27977.33
1692,8,9052.21,6361.19875,30835.0,39887.21,37196.198749999996,35845.82
1972,8,12473.720000000001,8564.507500000002,29914.1,42387.82,38478.6075,34935.51
1990,8,7008.07,5884.8275,30550.28,37558.35,36435.1075,35742.86
1902,8,17028.219999999998,12687.44625,20419.37,37447.59,33106.81625,26219.28
1662,8,12776.41,11820.05875,18181.84,30958.25,30001.89875,28480.09
843,8,11570.610000000004,7234.576250000002,24586.87,36157.48,31821.44625,30071.27
2268,7,354986.68999999994,103024.30142857143,317555.0,672541.69,420579.30142857146,358884.03
98,7,18524.39,12801.380000000001,89051.75,107576.14,101853.12999999999,98522.22
99,7,20565.47,14838.908571428577,84689.81,105255.28,99528.71857142859,94098.91
100,7,21650.300000000003,16363.562857142864,83604.98,105255.28,99968.54285714286,93309.35
290,7,14319.150000000001,8733.815714285716,28407.46,42726.61,37141.275714285715,34060.55
291,7,14780.880000000001,8912.081428571428,28847.41,43628.29,37759.491428571426,34542.39
297,7,15684.36,8780.725714285714,25647.93,41332.29,34428.65571428571,30835.0
302,7,18547.35,10002.358571428573,27591.39,46138.74,37593.74857142857,32810.01
304,7,19927.31,9862.167142857143,27556.69,47484.0,37418.857142857145,32675.42
313,7,8638.400000000005,6420.377142857147,28263.01,36901.41,34683.387142857144,33449.47
314,7,9373.160000000003,6762.697142857143,30150.32,39523.48,36913.01714285715,36053.13
315,7,9117.07,6536.475714285713,27145.25,36262.32,33681.72571428572,32855.06
316,7,8637.699999999997,6677.371428571428,28699.64,37337.34,35377.01142857143,34252.03
319,7,8934.79,6105.298571428572,28958.97,37893.76,35064.26857142858,34300.16
322,7,9924.930000000004,7668.92428571429,30269.48,40194.41,37938.404285714285,36262.32
905,7,18787.35,9783.699999999999,43840.75,62628.1,53624.450000000004,48980.34
1425,7,13334.760000000002,7919.568571428575,38695.02,52029.78,46614.58857142857,43698.91
1449,7,8126.080000000002,6523.17285714286,34396.74,42522.82,40919.91285714286,39644.14
2285,7,186840.44,96205.13142857142,302546.75,489387.19,398751.8814285714,339960.47
560,7,400846.31000000006,89070.68571428573,65307.78,466154.09,154378.4657142857,71959.17
1409,7,12379.07,7837.7914285714305,33682.49,46061.56,41520.281428571434,39644.14
1441,7,6423.940000000002,5615.628571428574,38578.92,45002.86,44194.54857142857,43628.29
1447,7,6389.949999999997,5527.8571428571395,36473.41,42863.36,42001.267142857134,41526.96
1467,7,7096.1500000000015,5819.9914285714285,38811.68,45907.83,44631.67142857143,43983.32
1491,7,6448.939999999999,5882.47857142857,31332.49,37781.43,37214.96857142857,36793.67
